,1)いどんで,2)とりくんで,3)こころがけて,4)はかどって,3
,,,,,
31,田中さんは目上の人にはていねいだが、下の人にとても（　　　）なる。,,,,
,1)おろかに,2)おろそかに,3)ぞんざいに,4)つきなみに,3
,,,,,
32,「近代」という（　　　）を、わかりやすく正確に説明するのは難しい。,,,,
,1)意識,2)概念,3)文脈,4)様相,2
,,,,,
33,山田さんは頼りにならないと思っていたが、今度の活躍を見て考えを（　　）。,,,,
,1)おさめた,2)あらためた,3)うちきった,4)おいだした,2
,,,,,
34,このアンケートに協力するかしないかは自由で、（　　　）はしないということにしたい。,,,,
,1)圧迫,2)強制,3)催促,4)一致,2
,,,,,
35,病院は日曜と祝日は休みだが、（　　　）の場合は診てもらえる。,,,,
,1)異常,2)緊急,3)多忙,4)不意,2
,,,,,
36,このいすは（　　　）はいいが、すわり心地が悪い。,,,,
,1)モデル,2)ジャンル,3)デザイン,4)デッサン,3
,,,,,
37,選挙の投票は権利でもあるが義務でもある。かんたんに（　　　）してはいけない。,,,,
,1)棄権,2)欠席,3)廃棄,4)放置,1
,,,,,
38,アルバイトの条件は、会社と（　　　）して決めることになっている。,,,,
,1)会見,2)交渉,3)対話,4)譲歩,2
,,,,,
39,目を閉じると、楽しかった学生時代の思い出が（　　　）。,,,,
,1)よみがえる,2)ちかづける,3)すきとおる,4)たてまつる,1
,,,,,
40,彼はいつも（　　　）商売をする。,,,,
,1)けむたい,2)まぶしい,3)はかない,4)あくどい,4
,,,,,
41,うちの子は運転が乱暴で、事故を起こすのではないかと、わたしはいつも（　　　）している。,,,,
,1)おどおど,2)しみじみ,3)はらはら,4)ぼつぼつ,3
,,,,,
42,あの人は常に努力を（　　　）ので、尊敬されている。,,,,
,1)かばわない,2)おかさない,3)おこたらない,4)かたよらない,3
,,,,,
43,この事業を実行するためには、まず人材を（　　　）する必要がある。,,,,
,1)確信,2)確立,3)確率,4)確保,4
,,,,,
44,何回会議をやっても結論が出ないので、（　　　）いやになった。,,,,
,1)つくづく,2)わざわざ,3)ぞくぞくと,4)くれぐれも,1
,,,,,
45,畑に（　　　）小麦が芽を出した。,,,,
,1)ました,2)まった,3)まいた,4)まげた,3
,,,,,
46,公式の席では、その場に（　　　）服装が要求される。,,,,
,1)みぐるしい,2)めざましい,3)たくましい,4)ふさわしい,4
,,,,,
47,いくら努力しても成果があがらないので、（　　　）なってきた。,,,,
,1)とうとく,2)むなしく,3)ひさしく,4)たやすく,2
,,,,,
48,海外で買ってきた物を空港で（　　　）されることがある。,,,,
,1)収集,2)収容,3)徴収,4)没収,4
,,,,,
49,たいこの音が聞こえてきて、祭りの（　　　）がいちだんと盛り上がってきた。,,,,
,1)ブーム,2)ポーズ,3)ムード,4)リード,3
,,,,,
50,この古い寺の庭は（　　　）がある。,,,,
,1)おおすじ,2)おもむき,3)おとも,4)おそれ,2
,,,,,
51,時間がないので、話してください。,,,,
,1)ぞんざいに,2)おおまかに,3)にわかに,4)おろそかに,2
,,,,,
52,鈴木さんはいつも（　　　）ことを言って、まわりの人を困らせる。,,,,
,1)無効な,2)無念な,3)無茶な,4)無口な,3
,,,,,
53,わたしの秘書はとても（　　　）がいいので助かっている。,,,,
,1)てぎわ,2)しらべ,3)こころえ,4)うちわけ,1
,,,,,
54,このスープは塩の（　　　）がむずかしい。,,,,
,1)場合,2)調子,3)加減,4)場合,3
,,,,,
55,田中さんの結婚パーティーは、とても（　　　）だった。,,,,
,1)なごやか,2)ゆるやか,3)おろそか,4)しなやか,1
,,,,,
56,知らない漢字でも、その部首を見て意味を（　　　）できることがある。,,,,
,1)予知,2)予言,3)推進,4)類推,4
,,,,,
57,山田さんは、きょうのこの会のために、（　　　）遠くから来てくださいました。,,,,
,1)たっぶり,2)わざわざ,3)じっくり,4)つくづく,2
,,,,,
58,けがをしたが、その場ですぐ（　　　）処置をしたので、大事にはいたらなかった。,,,,
,1)救援,2)救助,3)応急,4)応援,3
,,,,,
59,仕事の（　　　）にほかの用事をすませました。,,,,
,1)合間,2)手間,3)空間,4)仲間,1
,,,,,
60,これは重さの割に（　　　）荷物だ。,,,,
,1)かせぐ,2)かさばる,3)かすむ,4)かぶれる,2
,,,,,
61,最近の青少年はしっかりしているようだが、精神的に（　　　）面がある。,,,,
,1)しぶい,2)だるい,3)ゆるい,4)もろい,4
,,,,,
62,首相の軽率な発言で、良好であった両国の関係が（　　　）。,,,,
,1)きずきはじめた,2)きたえはじめた,3)きしみはじめた,4)きざみはじめた,3
,,,,,
63,堀さんは（　　　）が広いから、それについての専門家を紹介してもらうといい。,,,,
,1)くち,2)かお,3)まゆ,4)みみ,2
,,,,,
64,非常時には、（　　　）行動が要求される。,,,,
,1)切実な,2)敏感な,3)迅速な,4)頻繁な,3
,,,,,
65,年をとったせいか、何をするのも（　　　）。,,,,
,1)まぎらわしい,2)なやましい,3)みすぼらしい,4)わずらわしい,4
,,,,,
66,鈴木さんは（　　　）がいいから、どんな洋服でもよく似合う。,,,,
,1)スタイル,2)スマート,3)ストップ,4)スタミナ,1
,,,,,
67,人間関係でこんなに苦労するなら、（　　　）この会社をやめてしまおう。,,,,
,1)いっこうに,2)いっしんに,3)いったい,4)いっそ,4
,,,,,
68,政府が、この問題にどう（　　　）するか注目される。,,,,
,1)対面,2)対比,3)対処,4)対等,3
,,,,,
69,駅から（　　　　　）３分の便利な所に住んでいる。,,,,
,1)歩行,2)徒歩,3)進歩,4)散歩,2
,,,,,
70,将来有望な人材を求める。年齢は３０歳まで。（　　　　　）は問わない。,,,,
,1)人格,2)体格,3)資格,4)性格,3
,,,,,
71,日本ほど国民の所得の（　　　　　）が少ない国は多くない。,,,,
,1)格差,2)差別,3)誤差,4)錯誤,1
,,,,,
72,目に見えない殺菌を、顕微鏡で（　　　　　）して見る。,,,,
,1)拡張,2)膨張,3)拡大,4)膨大,3
,,,,,
73,高校時代の友達が集まって、株式会社を（　　　　　）した。,,,,
,1)樹立,2)確立,3)私立,4)設立,4
,,,,,
74,死刑制度の（　　　　　）を呼びかける。,,,,
,1)閉鎖,2)廃棄,3)廃止,4)停止,3
,,,,,
75,初めての料理なので、味は（　　　　　）できません。,,,,
,1)保障,2)補助,3)保証,4)補償,3
,,,,,
76,「日本人はあいまいだ」という（　　　　　）をもたずに、接してほしい。,,,,
,1)意見,2)意義,3)異議,4)偏見,4
,,,,,
77,消化（　　　　　）がガンに冒された。,,,,
,1)機関,2)器官,3)器具,4)部品,2
,,,,,
78,農作物の収穫は、（　　　　　）条件に大きく左右される。,,,,
,1)気象,2)天候,3)気候,4)天気,1
,,,,,
79,酒の席とはいえ、みんなの前で「結婚する」と（　　　　　）してしまった。,,,,
,1)表現,2)宣言,3)伝言,4)説得,2
,,,,,
80,犯人は現行犯で（　　　　　）された。,,,,
,1)獲得,2)収穫,3)捕獲,4)逮捕,4
,,,,,
81,政治家という職業は、金銭感覚が（　　　　　）してしまうのだろうか？,,,,
,1)麻酔,2)疲労,3)麻痺,4)熟睡,3
,,,,,
82,先生に作文を（　　　　　）してもらった。,,,,
,1)削除,2)削減,3)軽減,4)添削,4
,,,,,
83,マンガの読み過ぎで、現実と（　　　　　）違いがわからなくなった。,,,,
,1)架空,2)高架,3)空想,4)思想,3
,,,,,
84,歩道を歩いていたら、（　　　　　）ビルの壁が崩れ落ちて来たのだった。,,,,
,1)不意,2)意外,3)案外,4)突然,4
,,,,,
85,大都市の人口（　　　　　）が低くなってきている。,,,,
,1)適度,2)濃度,3)密度,4)制度,3
,,,,,
86,空いている教室を（　　　　　）で使用してはいけません。,,,,
,1)無断,2)無論,3)無口,4)無念,1
,,,,,
87,彼は同僚とも、また上司とも（　　　　　）良くつきあえる将来有望な社員である。,,,,
,1)要項,2)項目,3)事項,4)要領,4
,,,,,
88,この車は特にエンジンの（　　　　　）が優れている。,,,,
,1)適性,2)個性,3)性能,4)性質,3
,,,,,
89,テレビ番組での差別発言に対して（　　　　）の電話が殺到した。,,,,
,1)抵抗,2)反抗,3)抗議,4)抗争,3
,,,,,
90,社長を神や仏のように（　　　　　）する社員たち。,,,,
,1)信仰,2)祈願,3)支持,4)崇拝,4
,,,,,
91,台風でストップしていた電車がけさ（　　　　　）した。,,,,
,1)回復,2)復旧,3)復興,4)復活,2
,,,,,
92,天候と売り上げには（　　　　　）な関係がある。,,,,
,1)密集,2)集中,3)密接,4)過密,3
,,,,,
93,試験の会場へ向かう途中で事故に遭い、入院した友人に（　　　　　）する。,,,,
,1)合意,2)同意,3)同感,4)同情,4
,,,,,
94,エネルギーの（　　　　　）は避けなければならない。,,,,
,1)経費,2)浪費,3)消化,4)費用,2
,,,,,
95,友人に日本留学の（　　　　　）をたずねた。,,,,
,1)機械,2)契機,3)動機,4)原始,3
,,,,,
96,プライベートなことまで（　　　　　）しないでください。,,,,
,1)交渉,2)干渉,3)会見,4)会談,2
,,,,,
97,５万人を（　　　　　）できるスタジアムが完成した。,,,,
,1)納入,2)収入,3)収容,4)許容,3
,,,,,
98,（　　　　　）の結果、優勝は韓国のカンさんに決定致しました。,,,,
,1)調査,2)検査,3)捜査,4)審査,4
,,,,,
99,都市では、いたるところに（　　　　　）カメラがついている。,,,,
,1)観察,2)視察,3)監視,4)監督,3
,,,,,
100,わたし、機械に弱くて、コピーの（　　　　）も一人じゃできないんです。,,,,
,1)操縦,2)操作,3)運転,4)作動,2
,,,,,
101,人間が暗やみを恐れるのは（　　　　　）である。,,,,
,1)本質,2)体質,3)本能,4)本音,3
,,,,,
102,なんと１８歳の若さで、驚異的な新記録を（　　　　　）した。,,,,
,1)到達,2)到着,3)上達,4)達成,4
,,,,,
103,惜しくも敗れたが、再度（　　　　）したいと思う。,,,,
,1)対抗,2)抗争,3)戦争,4)挑戦,4
,,,,,
104,各国の（　　　　　）が集まって、会議が行われた。,,,,
,1)政府,2)本部,3)首脳,4)機関,3
,,,,,
105,困っている人を見たら、何とかしてあげたいと思うのは（　　　　　）である。,,,,
,1)感情,2)心情,3)心中,4)人情,4
,,,,,
106,仕事の帰り、つい酒の（　　　　　）に負けて、家に帰るのが遅くなった。,,,,
,1)勧誘,2)誘惑,3)誘拐,4)推薦,2
,,,,,
107,駅前に（　　　　　）された自転車通行の妨げとなる。,,,,
,1)廃止,2)廃棄,3)廃棄,4)放置,4
,,,,,
108,土、日には学校の校庭が市民に（　　　　　）される。,,,,
,1)公表,2)公開,3)開放,4)解放,3
,,,,,
109,最初にミニスカートが（　　　　　）したのはいつ頃だったかな？,,,,
,1)流通,2)流行,3)通行,4)交流,2
,,,,,
110,逃亡中の犯人は指名（　　　　　）された。,,,,
,1)手際,2)手配,3)手分け,4)手回し,2
,,,,,
111,彼女は今、次の作品の（　　　　　）を練っているところだ。,,,,
,1)創造,2)想像,3)創作,4)構想,4
,,,,,
112,今や全世界の映像が、衛星（　　　　　）で見られるようになった。,,,,
,1)後継,2)中継,3)継続,4)存続,2
,,,,,
113,今まで冗談ばかり言っていた彼が、ついに（　　　　　）になった。,,,,
,1)根気,2)本気,3)根本,4)根性,2
,,,,,
114,筆記試験に合格したら、つぎは（　　　　　）が待っている。,,,,
,1)接触,2)接近,3)面接,4)直接,3
,,,,,
115,自分の意見を主張するだけでなく、自ら（　　　　　）することが大事だ。,,,,
,1)実態,2)実際,3)実質,4)実践,4
,,,,,
116,用紙の解答欄に鉛筆で（　　　　　）すること。,,,,
,1)登録,2)記録,3)記入,4)目録,3
,,,,,
117,「漢字の勉強をするように」とあれだけ（　　　　　）したのに。,,,,
,1)忠告,2)中傷,3)申告,4)非難,1
,,,,,
118,国会議員は（　　　　　）によって選ばれる。,,,,
,1)選考,2)選択,3)抽選,4)選挙,4
,,,,,
119,写真を（　　　　　）して人をだます。,,,,
,1)合併,2)合成,3)合同,4)提携,2
,,,,,
120,このマンションは姉と私の二人で（　　　　　）している。,,,,
,1)両立,2)共同,3)共有,4)共存,3
,,,,,
121,友人の車を借りて、傷をつけてしまった。お金で（　　　　　）するしかあるまい。,,,,
,1)返還,2)返済,3)弁償,4)弁解,3
,,,,,
122,この作品は、およそ１０年にわたる血と涙の（　　　　　）である。,,,,
,1)結成,2)結束,3)団結,4)結晶,4
,,,,,
123,（　　　　　）昔から、人は戦争を繰り返してきた。,,,,
,1)おおげさな,2)おおまかな,3)はるかな,4)ひそかな,3
,,,,,
124,今こそ「人はなぜ教育が必要なのか」という（　　　　　）な疑問に立ち戻るべきだ。,,,,
,1)素質,2)素朴,3)地味,4)純粋,2
,,,,,
125,毎日毎日人は、（　　　　　）量の情報を消費している。,,,,
,1)うっとうしい,2)ややこしい,3)おびただしい,4)ばかばかしい,3
,,,,,
126,秋の夜、都会でも窓を開ければ、（　　　　　）虫の声が聞こえてくる。,,,,
,1)かすかに,2)こまやかに,3)あやふやに,4)こっけいに,1
,,,,,
127,「お金が無くなったら借りれば良い」という（　　　　　）考えは通用しない。,,,,
,1)容易な,2)簡単な,3)簡素な,4)安易な,4
,,,,,
128,この花瓶は倒れやすいので、（　　　　　）ものの上に置いてください。,,,,
,1)ひさしい,2)たやすい,3)ひらたい,4)しぶとい,3
,,,,,
129,試験中なのに、毎日雨ばかりで（　　　　　）です。,,,,
,1)しとやか,2)あざやか,3)つぶら,4)ゆううつ,4
,,,,,
130,渡っていた橋が崩れ落ちるという（　　　　　）夢を見た。,,,,
,1)不明な,2)不審な,3)不吉な,4)不当な,3
,,,,,
131,いくら努力してもよい結果が得られず、（　　　　　）なってきた。,,,,
,1)あくどく,2)むなしく,3)くすぐったく,4)あっけなく,2
,,,,,
132,まる一日、誰とも口を利かずに過ごす（　　　　　）老人が増えている。,,,,
,1)独自な,2)自在な,3)孤独な,4)特有な,3
,,,,,
133,日本での一人暮らし。最初はとても、（　　　　　）思いをした。,,,,
,1)こころぼそい,2)こころづよい,3)こころよい,4)のぞましい,1
,,,,,
134,会社ではやはり、上司に（　　　　　　）部下が求められる。,,,,
,1)円満な,2)忠実な,3)勤勉な,4)生真面目な,2
,,,,,
135,社会に出て３カ月、厳しい現実の前で夢は（　　　　　）消えて行った。,,,,
,1)そっけなく,2)あさましく,3)すばしこく,4)はかなく,4
,,,,,
136,一時はどうなることかと心配したが、やっと（　　　　　）解決した。,,,,
,1)温和に,2)円満に,3)健全に,4)柔軟に,2
,,,,,
137,あまり無理をせず、自分に（　　　　　）勉強方法を見つけることが大事だ。,,,,
,1)せつない,2)たやすい,3)まちどおしい,4)ふさわしい,4
,,,,,
138,彼女の機嫌が悪いときには、そっとしておくのがいちばん（　　　　　　）。,,,,
,1)あさましい,2)まちどおしい,3)なやましい,4)のぞましい,4
,,,,,
139,今度の旅行の（　　　　　）予定を説明します。,,,,
,1)おおげさな,2)おおまかな,3)あやふやな,4)なめらかな,2
,,,,,
140,どんなときもあわてずに、（　　　　　）判断ができるようになりたいものだ。,,,,
,1)冷淡な,2)冷静な,3)冷酷な,4)残酷な,2
,,,,,
141,昔は病気ばかりしていたが、サッカー部に入ってから（　　　　　）なった。,,,,
,1)すばしこく,2)しぶとく,3)たくましく,4)ものたりなく,3
,,,,,
142,毎日の復習を（　　　　　）にしてはいけない。油断大敵である。,,,,
,1)ゆるやか,2)おろか,3)おろそか,4)しなやか,3
,,,,,
143,画家の彼女は性格は（　　　　　）だが、作品にはとても派手な色を使う。,,,,
,1)簡単,2)地味,3)悲惨,4)独自,2
,,,,,
144,ただのかぜで入院するなんて（　　　　　）人だなあ。,,,,
,1)しとやかな,2)あざやかな,3)つぶらな,4)おおげさな,4
,,,,,
145,旅行も買物もカード一枚でオーケー。もう（　　　　　）手続きはいりません。,,,,
,1)ひさしい,2)わずらわしい,3)たやすい,4)あくどい,2
,,,,,
146,犯行直前に現場で（　　　　　）人物を見かけたという証言があった。,,,,
,1)不良な,2)不振な,3)不明な,4)不審な,4
,,,,,
147,誰にも言わずにひとりで（　　　　　　）会社の設立を計画している。,,,,
,1)あやふやに,2)ひそかに,3)こっけいに,4)すこやかに,2
,,,,,
148,最後まであきらめずに（　　　　　　）がんばる。,,,,
,1)あっけなく,2)そっけなく,3)しぶとく,4)ややこしく,3
,,,,,
149,海外旅行は初めてだが、経験豊富な友人と一緒なので（　　　　　　）。,,,,
,1)悩ましい,2)浅ましい,3)快い,4)心強い,4
,,,,,
150,講演の内容は、別に珍しくもない（　　　　　　）話だった。,,,,
,1)たるんだ,2)とろけた,3)あつらえた,4)ありふれた,4
,,,,,
151,離婚の話が（　　　　　）、とうとう法廷で争うことになってしまった。,,,,
,1)こだわって,2)こじれて,3)ごまかして,4)もがいて,2
,,,,,
152,競争率５０倍の難関を（　　　　　）抜けて、ついに念願のＮ大学に入学した。,,,,
,1)たどり,2)ねだり,3)くぐり,4)しくじり,3
,,,,,
153,いつも夜道で（　　　　　）歌は学生時代の思い出の歌である。,,,,
,1)ばらまく,2)くちずさむ,3)さえずる,4)ののしる,2
,,,,,
154,国民のひたむきな努力が、日本経済の発展を（　　　　　）。,,,,
,1)もたらした,2)もてなした,3)そびえさせた,4)のぞませた,1
,,,,,
155,出費が（　　　　　）、赤字になってしまった。,,,,
,1)こもって,2)さらって,3)しみて,4)かさんで,4
,,,,,
156,なんだかこの写真は、顔が（　　　　　）見える。,,,,
,1)ばけて,2)はげて,3)ぼけて,4)ばてて,3
,,,,,
157,宝くじが当たった！夢かと思って頬を（　　　　　）、やっぱり……。,,,,
,1)いじったら,2)むしったら,3)めくったら,4)つねったら,4
,,,,,
158,冷たい水が、歯に（　　　　　）、思わず顔をゆがめた。,,,,
,1)いたわって,2)とぎれて,3)さわって,4)しみて,4
,,,,,
159,今、彼は興奮しているから、気に（　　　　　　）ようなことは言わない方がいいよ。,,,,
,1)あざわらう,2)もめる,3)さわる,4)さえる,3
,,,,,
160,あとちょっとのところで（　　　　　　）、契約書にハンコをもらえなかった。,,,,
,1)さぼって,2)しくじって,3)へりくだって,4)おどして,2
,,,,,
161,仕方がない。今回だけは、目を（　　　　　　）見なかったことにしてあげよう。,,,,
,1)うつむいて,2)よけて,3)さらって,4)つぶって,4
,,,,,
162,初めて友達のうちに行った時、とてもていねいな（　　　　　）を受けた。,,,,
,1)いたわり,2)しつけ,3)もてなし,4)こだわり,3
,,,,,
163,ここは開かずの踏切で、朝夕は電車が（　　　　　）ことがない。,,,,
,1)とがめる,2)とぎれる,3)さしかかる,4)くぐる,2
,,,,,
164,映画の上映時間について電話で（　　　　　）。,,,,
,1)みなした,2)へりくだった,3)ききあわせた,4)といあわせた,4
,,,,,
165,都会の中心には、たいてい高層ビルが（　　　　　）いる。,,,,
,1)そびえて,2)うつむいて,3)おどして,4)ばらまいて,1
,,,,,
166,記憶を頼りに、やっと１５年前の思い出の地に（　　　　　　）着いた。,,,,
,1)もがき,2)たどり,3)はまり,4)ねだり,2
,,,,,
167,濃いコーヒーを飲んだら、頭が（　　　　　）勉強がどんどん進んだ。,,,,
,1)おだてて,2)ばけて,3)さえて,4)はげて,3
,,,,,
168,疑われている友人を（　　　　　）、うその証言をした。,,,,
,1)ごまかして,2)よけて,3)ののしって,4)かばって,4
,,,,,
169,結果よりも過程が大事、勝敗には（　　　　　）ない。,,,,
,1)はじらわ,2)こだわら,3)とがめ,4)いたわら,2
,,,,,
170,するのはいつも自慢話ばかり、失敗すると他人のせいにする彼にはみんな（　　　　　）いる。,,,,
,1)さらって,2)とろけて,3)おどして,4)あきれて,4
,,,,,
171,何があったのだろう、彼女は（　　　　　）ままで、呼んでも返事をしない。,,,,
,1)けなした,2)ごまかした,3)うつむいた,4)みなした,3
,,,,,
172,学生時代、授業を（　　　　　）映画を見に行ったこともあった。,,,,
,1)はじらって,2)ごまかして,3)よけて,4)さぼって,4
,,,,,
173,静かな図書室。本のページを（　　　　　）音だけが聞こえる。,,,,
,1)もてる,2)めくる,3)むしる,4)もめる,2
,,,,,
174,彼は一週間、自分の部屋に（　　　　　）きりで論文を書き上げた。,,,,
,1)はまり,2)もがき,3)こもり,4)つまり,3
,,,,,
175,事件解決まであと一歩という所に（　　　　　）時、また新たな殺人が起こった。,,,,
,1)さしかかった,2)さしひいた,3)さしつかえた,4)さしだした,1
,,,,,
176,幼い頃からの家庭での礼儀作法の（　　　　　）は大事である。,,,,
,1)とがめ,2)たるみ,3)しつけ,4)さえずり,3
,,,,,
177,応援していたチームが、あんなに（　　　　　）負けるなんて。,,,,
,1)すっきり,2)さっぱり,3)あっさり,4)がっくり,3
,,,,,
178,お寺の参道には、土産物を売る店が（　　　　　）並んでいる。,,,,
,1)ちらっと,2)ずらっと,3)きちっと,4)ぐっと,2
,,,,,
179,実際日本で暮らしてみて、（　　　　　　）日本の物価は高いと思った。,,,,
,1)ぼつぼつ,2)いやいや,3)ずるずる,4)つくづく,4
,,,,,
180,今住んでいるこの辺りは、（　　　　　　）海の底だったと言う。,,,,
,1)あえて,2)かつて,3)いたって,4)かねて,2
,,,,,
181,トイレに行って飛行機に乗り遅れたなんて、（　　　　　）彼らしいね。,,,,
,1)いかに,2)いかにも,3)いやに,4)ことに,2
,,,,,
182,災害対策の品はそろえたが、（　　　　　）という時、本当に訳に立つのかな。,,,,
,1)いざ,2)さぞ,3)さも,4)いまだ,1
,,,,,
183,私は、（　　　　　）かつて嘘をついたことがございません。,,,,
,1)うまれつき,2)なにより,3)もはや,4)いまだ,4
,,,,,
184,予想が（　　　　　）当たって、テストは満点だった。,,,,
,1)すんなり,2)くっきり,3)ずばり,4)まるっきり,3
,,,,,
185,予想が（　　　　　）外れて、テストは０点だった。,,,,
,1)まさしく,2)もっぱら,3)はなはだ,4)まるっきり,4
,,,,,
186,「事故で家族が入院」と聞いて心配したが、無事だと分かり（　　　　　　）した。,,,,
,1)ぐっと,2)さっと,3)ほっと,4)ひょっと,3
,,,,,
187,消費者の反応は（　　　　　）で、商品についての特別な意見はなかった。,,,,
,1)むちゃくちゃ,2)ぼつぼつ,3)ちやほや,4)まちまち,4
,,,,,
188,残業が長引いて夜遅くなったが、（　　　　　）終電に間に合った。,,,,
,1)しいて,2)まして,3)かろうじて,4)もしかして,3
,,,,,
189,事故で入院した母が心配で、この２日、夜も（　　　　　）寝ていない。,,,,
,1)ろくに,2)もろに,3)まことに,4)やけに,1
,,,,,
190,こちらが提示した条件はどれもこれも（　　　　　）拒否され、取引は失敗した。,,,,
,1)しょっちゅう,2)かわるがわる,3)ことごとく,4)ひたすら,3
,,,,,
191,また今日も徹夜だ。（　　　　　）夜が明けてきたらしい。,,,,
,1)どうにか,2)どうやら,3)とかく,4)いまさら,2
,,,,,
192,電車は予定どうり、１０時（　　　　　）に到着した。,,,,
,1)がっちり,2)きっちり,3)きっかり,4)がっかり,3
,,,,,
193,反応を見るために、父は（　　　　　）子供の意見に反対した。,,,,
,1)いやいや,2)あえて,3)いたって,4)いやに,2
,,,,,
194,たった１枚の絵が、（　　　　　）１億円もすると言う。,,,,
,1)なにとぞ,2)なんだか,3)なんて,4)なんと,4
,,,,,
195,電車が揺れて倒れそうになったので、（　　　　　　）窓ガラスに手をついた。,,,,
,1)とっさに,2)ことに,3)やけに,4)もはや,1
,,,,,
196,結婚を申し込んだら、（　　　　　）断れてしまった。,,,,
,1)うんざり,2)げっそり,3)きっぱり,4)くっきり,3
,,,,,
197,あの２人は（　　　　　）けんかしている。,,,,
,1)いやに,2)しょっちゅう,3)てんで,4)とかく,2
,,,,,
198,そんなに思いどうりに（　　　　　）行くとは思えない。,,,,
,1)くっきり,2)すんなり,3)げっそり,4)がっしり,2
,,,,,
199,この薬は水を入れると（　　　　　）溶けて、効きめが早い。,,,,
,1)ぐっと,2)ちらっと,3)さっと,4)ひょっと,3
,,,,,
